image,seed_type,soil_moisture,temperature,humidity,rainfall,soil_ph,viability_latent,germination_probability,germinated
seed_02416.png,Pearl Millet,64.11,29.79,98.0,36.33,5.713,0.213,0.3359,1
seed_02417.png,Proso Millet,35.32,22.09,74.77,141.78,6.329,0.866,0.4211,1
seed_02418.png,Kodo Millet,54.45,23.17,45.82,62.05,6.961,0.79,0.8031,1
seed_02419.png,Pearl Millet,52.59,26.87,66.54,75.35,6.784,0.839,0.8612,1
seed_02420.png,Foxtail Millet,27.52,23.08,51.98,16.48,6.673,0.232,0.0663,0
seed_02421.png,Barnyard Millet,82.35,35.53,84.2,86.14,6.089,0.848,0.5495,1
seed_02422.png,Foxtail Millet,51.78,38.39,39.43,20.54,6.198,0.32,0.0763,0
seed_02423.png,Kodo Millet,49.12,39.81,65.56,198.76,5.933,0.862,0.1539,1
seed_02424.png,Little Millet,52.58,30.9,84.67,65.78,6.792,0.781,0.6335,1
seed_02425.png,Little Millet,38.18,36.14,48.07,26.33,7.98,0.819,0.1056,0
seed_02426.png,Proso Millet,31.03,28.15,58.41,108.88,7.446,0.646,0.239,0
seed_02427.png,Foxtail Millet,45.57,34.62,74.83,127.91,4.966,0.877,0.2401,0
seed_02428.png,Proso Millet,51.44,25.49,57.21,272.81,6.873,0.347,0.2189,0
seed_02429.png,Little Millet,91.93,22.17,46.45,98.27,6.825,0.958,0.6821,1
seed_02430.png,Kodo Millet,66.61,12.69,65.31,157.03,5.975,0.563,0.0871,0
seed_02431.png,Finger Millet,76.64,33.26,38.65,193.31,5.141,0.353,0.216,0
seed_02432.png,Pearl Millet,61.36,23.0,71.9,14.73,6.527,0.89,0.9194,1
seed_02433.png,Kodo Millet,65.8,25.88,40.18,13.31,5.953,0.626,0.6621,0
seed_02434.png,Foxtail Millet,64.27,25.14,50.94,43.73,6.838,0.64,0.7888,0
seed_02435.png,Kodo Millet,45.23,24.93,40.1,27.75,5.658,0.768,0.5445,0
seed_02436.png,Finger Millet,67.7,26.37,78.48,19.04,6.564,0.586,0.7491,1
seed_02437.png,Foxtail Millet,34.72,29.49,94.06,25.48,6.925,0.709,0.2208,0
seed_02438.png,Kodo Millet,71.41,28.79,37.62,60.48,6.782,0.64,0.7307,1
seed_02439.png,Finger Millet,69.61,16.67,77.91,114.91,7.548,0.318,0.1001,0
seed_02440.png,Proso Millet,65.81,19.44,62.5,55.51,6.278,0.569,0.7031,0
seed_02441.png,Kodo Millet,65.97,30.82,90.3,174.26,6.478,0.493,0.6236,1
seed_02442.png,Kodo Millet,52.86,23.04,47.55,47.58,5.878,0.898,0.8951,1
seed_02443.png,Barnyard Millet,62.73,30.58,48.68,2.88,6.475,0.727,0.6111,0
seed_02444.png,Proso Millet,73.9,17.84,64.28,34.98,4.67,0.716,0.2262,0
seed_02445.png,Little Millet,83.91,16.82,59.88,239.92,7.349,0.25,0.01,0
seed_02446.png,Finger Millet,66.43,20.2,73.54,116.08,6.363,0.873,0.7526,0
seed_02447.png,Little Millet,65.13,29.08,84.2,33.51,5.476,0.413,0.4264,0
seed_02448.png,Foxtail Millet,57.21,25.83,56.55,49.62,6.536,0.514,0.5697,1
seed_02449.png,Pearl Millet,44.7,36.43,51.63,71.02,6.036,0.435,0.3149,0
seed_02450.png,Foxtail Millet,45.26,35.16,60.76,43.79,4.661,0.478,0.0727,0
seed_02451.png,Kodo Millet,43.34,40.63,26.65,33.04,6.948,0.741,0.0716,0
seed_02452.png,Kodo Millet,50.72,38.45,45.86,204.64,7.96,0.657,0.0463,0
seed_02453.png,Foxtail Millet,65.99,19.1,75.97,6.3,6.48,0.803,0.5216,1
seed_02454.png,Finger Millet,38.13,26.31,80.59,49.43,7.032,0.365,0.2814,0
seed_02455.png,Finger Millet,79.76,31.88,91.42,12.91,5.653,0.751,0.472,0
seed_02456.png,Kodo Millet,74.61,28.6,46.99,8.74,5.757,0.626,0.5765,1
seed_02457.png,Pearl Millet,66.1,18.93,54.42,30.37,7.316,0.879,0.8342,1
seed_02458.png,Finger Millet,48.95,27.91,33.64,32.83,7.82,0.339,0.265,1
seed_02459.png,Little Millet,67.46,20.66,89.86,98.11,4.831,0.89,0.4296,0
seed_02460.png,Kodo Millet,65.61,26.83,27.22,21.19,5.222,0.523,0.287,1
seed_02461.png,Kodo Millet,62.81,17.45,65.91,21.53,6.173,0.792,0.6289,1
seed_02462.png,Kodo Millet,86.7,34.83,65.92,110.07,5.733,0.592,0.3331,0
seed_02463.png,Barnyard Millet,47.88,39.4,61.23,112.6,4.246,0.458,0.01,0
seed_02464.png,Little Millet,69.8,28.78,29.83,62.1,8.288,0.874,0.3795,1
seed_02465.png,Barnyard Millet,81.24,29.38,67.05,100.22,6.32,0.743,0.6875,1
seed_02466.png,Kodo Millet,62.67,22.06,64.48,197.12,6.03,0.525,0.4971,0
seed_02467.png,Barnyard Millet,48.08,32.23,69.49,132.92,7.291,0.831,0.6436,0
seed_02468.png,Barnyard Millet,61.8,14.85,46.04,11.27,7.078,0.912,0.4144,0
seed_02469.png,Little Millet,47.95,31.94,74.77,33.79,7.271,0.95,0.7197,0
seed_02470.png,Barnyard Millet,37.1,14.86,92.21,67.29,5.434,0.842,0.1136,0
seed_02471.png,Finger Millet,67.02,24.27,64.04,83.75,4.286,0.464,0.1332,1
seed_02472.png,Barnyard Millet,91.0,33.46,81.96,5.48,6.429,0.611,0.2551,1
seed_02473.png,Foxtail Millet,48.84,33.18,82.48,130.99,6.108,0.607,0.4064,0
seed_02474.png,Little Millet,69.26,32.41,60.5,2.41,5.486,0.51,0.3796,0
seed_02475.png,Barnyard Millet,50.4,22.92,64.31,43.54,6.143,0.284,0.362,0
seed_02476.png,Proso Millet,61.77,19.37,40.39,144.0,7.302,0.274,0.1502,0
seed_02477.png,Foxtail Millet,87.21,38.24,76.97,7.2,5.969,0.965,0.311,0
seed_02478.png,Barnyard Millet,55.59,17.89,83.35,2.2,6.736,0.842,0.4099,1
seed_02479.png,Pearl Millet,43.87,29.01,64.37,23.2,6.623,0.629,0.711,1
seed_02480.png,Foxtail Millet,71.19,27.52,84.58,91.93,6.519,0.458,0.5502,1
seed_02481.png,Pearl Millet,55.31,28.89,52.12,60.07,5.331,0.499,0.6073,0
seed_02482.png,Little Millet,38.28,18.75,29.55,53.24,7.83,0.797,0.1049,0
seed_02483.png,Proso Millet,76.4,31.3,65.49,262.3,8.158,0.729,0.1993,0
seed_02484.png,Kodo Millet,54.25,29.34,75.69,14.37,5.042,0.281,0.2647,0
seed_02485.png,Little Millet,46.4,20.62,85.86,25.48,6.337,0.272,0.1626,0
seed_02486.png,Pearl Millet,49.13,43.2,59.09,100.44,5.361,0.713,0.1077,0
seed_02487.png,Barnyard Millet,71.75,14.95,85.48,18.08,6.587,0.927,0.2983,0
seed_02488.png,Pearl Millet,58.3,18.63,51.6,113.5,5.462,0.452,0.447,1
seed_02489.png,Proso Millet,60.24,28.33,56.08,7.45,5.711,0.813,0.7783,1
seed_02490.png,Little Millet,63.06,17.58,52.3,17.9,6.359,0.816,0.6429,1
seed_02491.png,Barnyard Millet,48.86,30.68,79.54,274.71,7.021,0.755,0.2405,1
seed_02492.png,Barnyard Millet,91.05,32.32,41.2,11.52,6.226,0.232,0.1203,0
seed_02493.png,Kodo Millet,35.45,12.05,63.25,137.62,5.866,0.66,0.0305,0
seed_02494.png,Pearl Millet,63.14,31.07,83.46,32.35,7.295,0.475,0.4343,1
seed_02495.png,Little Millet,54.86,19.13,67.04,76.23,6.424,0.508,0.4094,0
seed_02496.png,Little Millet,79.52,29.69,67.87,65.75,6.938,0.929,0.7718,0
seed_02497.png,Kodo Millet,65.58,42.06,70.29,14.29,6.32,0.527,0.0783,0
seed_02498.png,Foxtail Millet,52.54,39.35,57.32,181.9,5.813,0.383,0.0822,0
seed_02499.png,Proso Millet,57.69,24.89,56.33,26.1,7.192,0.535,0.6824,1
seed_02500.png,Proso Millet,69.23,32.14,66.12,33.58,6.778,0.764,0.8502,1
seed_02501.png,Finger Millet,56.2,26.22,71.19,54.61,7.478,0.736,0.7303,1
seed_02502.png,Pearl Millet,66.69,24.8,73.08,41.12,7.58,0.6,0.6849,1
seed_02503.png,Finger Millet,67.75,14.83,79.51,10.62,6.849,0.897,0.5046,0
seed_02504.png,Finger Millet,57.06,25.28,67.2,20.76,7.21,0.73,0.8238,1
seed_02505.png,Proso Millet,93.13,23.55,49.28,29.76,6.45,0.736,0.4988,1
seed_02506.png,Foxtail Millet,68.34,30.98,71.33,45.6,5.575,0.834,0.7544,0
seed_02507.png,Barnyard Millet,58.79,26.79,43.88,63.91,6.959,0.768,0.8108,1
seed_02508.png,Foxtail Millet,70.2,30.29,73.79,31.47,5.787,0.52,0.6289,0
seed_02509.png,Finger Millet,59.24,22.51,38.04,63.84,4.632,0.689,0.3349,0
seed_02510.png,Little Millet,61.44,30.51,74.74,53.21,8.733,0.557,0.0847,0
seed_02511.png,Foxtail Millet,70.91,32.94,72.28,16.18,5.996,0.604,0.5644,1
seed_02512.png,Barnyard Millet,98.0,26.65,68.35,22.39,7.062,0.467,0.1875,0
seed_02513.png,Barnyard Millet,52.89,26.5,46.34,51.74,5.752,0.454,0.3085,0
seed_02514.png,Kodo Millet,53.67,26.87,66.08,88.39,5.43,0.295,0.4174,1
seed_02515.png,Pearl Millet,82.81,20.78,73.55,177.86,5.666,0.906,0.7414,1
seed_02516.png,Barnyard Millet,57.89,37.27,60.17,41.06,5.577,0.363,0.11,0
seed_02517.png,Foxtail Millet,68.68,31.37,62.93,7.18,6.017,0.784,0.8264,1
seed_02518.png,Proso Millet,29.69,22.0,56.73,13.32,6.041,0.575,0.4478,1
seed_02519.png,Foxtail Millet,58.98,26.53,73.48,31.54,6.827,0.481,0.6743,1
seed_02520.png,Proso Millet,80.87,32.64,57.36,146.02,5.905,0.93,0.8007,1
seed_02521.png,Proso Millet,61.47,23.04,40.42,76.54,7.06,0.705,0.81,0
seed_02522.png,Little Millet,56.89,33.64,53.91,8.14,6.203,0.552,0.5444,1
seed_02523.png,Finger Millet,70.39,23.28,63.85,47.82,6.126,0.535,0.7603,1
seed_02524.png,Foxtail Millet,44.82,33.12,52.94,96.25,6.68,0.55,0.3824,0
seed_02525.png,Finger Millet,76.76,18.31,67.57,1.49,5.195,0.137,0.0767,0
seed_02526.png,Pearl Millet,62.82,30.81,42.43,12.76,7.477,0.592,0.6543,1
seed_02527.png,Pearl Millet,15.98,21.91,55.76,16.31,6.406,0.72,0.0996,0
seed_02528.png,Proso Millet,58.78,23.53,56.41,23.87,5.504,0.755,0.8258,1
seed_02529.png,Barnyard Millet,69.07,24.1,67.71,16.48,7.674,0.393,0.2359,1
seed_02530.png,Finger Millet,65.4,15.98,70.01,46.28,6.403,0.392,0.245,0
seed_02531.png,Pearl Millet,61.16,30.16,65.98,33.33,6.156,0.359,0.6139,1
seed_02532.png,Little Millet,55.04,27.19,58.83,14.21,6.074,0.575,0.6118,1
seed_02533.png,Foxtail Millet,72.6,29.09,49.25,307.62,6.967,0.594,0.1152,0
seed_02534.png,Barnyard Millet,60.41,26.0,50.45,55.51,7.2,0.49,0.5818,1
seed_02535.png,Proso Millet,73.06,28.97,55.1,37.75,4.866,0.339,0.3178,0
seed_02536.png,Kodo Millet,64.88,30.13,52.56,75.75,4.253,0.516,0.1176,0
seed_02537.png,Little Millet,56.45,34.36,45.85,128.31,5.31,0.582,0.2781,0
seed_02538.png,Little Millet,71.47,23.68,60.97,71.74,6.682,0.819,0.8239,1
seed_02539.png,Finger Millet,33.4,32.55,51.22,103.43,7.217,0.827,0.3173,0
seed_02540.png,Finger Millet,52.9,35.85,58.94,96.58,6.183,0.476,0.3824,1
seed_02541.png,Foxtail Millet,63.0,10.6,33.67,60.6,7.402,0.908,0.1054,0
seed_02542.png,Little Millet,58.76,8.0,57.0,28.81,7.922,0.762,0.0171,0
seed_02543.png,Proso Millet,88.35,31.52,62.93,43.24,6.102,0.543,0.3305,1
seed_02544.png,Finger Millet,68.87,34.19,53.27,17.37,6.651,0.822,0.8014,1
seed_02545.png,Proso Millet,34.75,14.88,58.43,21.5,5.981,0.523,0.1159,0
seed_02546.png,Foxtail Millet,64.37,35.65,72.29,6.32,5.716,0.554,0.3639,0
seed_02547.png,Barnyard Millet,75.76,19.11,46.57,27.11,5.703,0.899,0.3662,0
seed_02548.png,Little Millet,85.39,33.07,51.38,133.84,6.406,0.771,0.469,1
seed_02549.png,Foxtail Millet,46.01,20.51,87.7,214.68,6.61,0.291,0.1373,0
seed_02550.png,Finger Millet,51.59,26.46,46.09,11.43,5.506,0.846,0.7409,0
seed_02551.png,Proso Millet,57.8,24.35,60.97,25.54,5.113,0.51,0.5526,1
seed_02552.png,Foxtail Millet,71.06,42.26,71.0,10.74,6.963,0.974,0.1471,0
seed_02553.png,Proso Millet,77.21,24.93,43.68,13.47,7.322,0.576,0.7083,1
seed_02554.png,Foxtail Millet,51.64,19.45,79.0,22.81,5.222,0.407,0.1519,0
seed_02555.png,Little Millet,54.18,34.77,32.84,17.28,5.578,0.473,0.2105,1
seed_02556.png,Barnyard Millet,61.72,18.83,68.65,50.24,5.69,0.475,0.3026,0
seed_02557.png,Barnyard Millet,29.5,18.65,69.03,30.99,5.743,0.801,0.1921,0
seed_02558.png,Little Millet,84.26,22.98,64.44,141.9,5.861,0.909,0.6182,0
seed_02559.png,Finger Millet,46.35,22.24,51.26,6.46,8.288,0.805,0.3185,1
seed_02560.png,Kodo Millet,48.35,27.14,43.51,23.65,8.214,0.789,0.3243,0
seed_02561.png,Pearl Millet,65.39,41.58,66.75,35.7,5.028,0.4,0.0614,0
seed_02562.png,Finger Millet,37.78,35.37,60.8,64.52,6.632,0.632,0.4111,0
seed_02563.png,Barnyard Millet,52.7,30.38,57.6,166.56,6.279,0.718,0.5994,0
seed_02564.png,Barnyard Millet,77.97,27.8,67.52,6.76,6.952,0.629,0.5283,0
seed_02565.png,Barnyard Millet,47.38,22.75,72.49,7.48,5.236,0.837,0.6266,1
seed_02566.png,Kodo Millet,68.93,21.31,74.84,46.11,6.687,0.403,0.4442,1
seed_02567.png,Foxtail Millet,36.73,17.01,34.35,6.1,5.659,0.489,0.0638,0
seed_02568.png,Finger Millet,69.58,24.65,76.73,11.73,5.594,0.9,0.8725,1
seed_02569.png,Proso Millet,51.02,15.73,58.39,320.0,5.803,0.72,0.042,0
seed_02570.png,Little Millet,79.93,35.52,57.48,41.62,6.26,0.808,0.6207,1
seed_02571.png,Little Millet,54.5,28.39,94.11,49.64,6.586,0.165,0.2179,0
seed_02572.png,Kodo Millet,67.79,21.06,45.63,115.19,6.537,0.592,0.6629,0
seed_02573.png,Little Millet,84.51,32.94,69.76,35.83,5.619,0.693,0.4818,0
seed_02574.png,Pearl Millet,52.16,25.43,50.65,4.1,7.037,0.642,0.6632,0
seed_02575.png,Pearl Millet,68.19,31.84,87.97,100.08,6.326,0.702,0.7999,1
seed_02576.png,Kodo Millet,65.09,26.84,50.12,14.93,5.512,0.667,0.6496,0
seed_02577.png,Kodo Millet,48.16,31.74,65.74,34.88,5.594,0.852,0.6871,0
seed_02578.png,Pearl Millet,59.21,23.1,69.81,35.16,5.803,0.513,0.7044,1
seed_02579.png,Foxtail Millet,62.47,34.46,67.39,83.43,6.757,0.212,0.2104,1
seed_02580.png,Kodo Millet,66.42,21.99,70.27,59.51,7.153,0.517,0.4646,0
seed_02581.png,Foxtail Millet,80.88,31.58,60.33,159.06,6.94,0.772,0.6758,1
seed_02582.png,Pearl Millet,66.94,23.42,60.4,11.27,7.373,0.935,0.8326,1
seed_02583.png,Barnyard Millet,62.51,26.3,48.41,90.22,4.314,0.475,0.0875,0
seed_02584.png,Little Millet,79.24,19.98,43.72,9.16,5.507,0.215,0.052,0
seed_02585.png,Pearl Millet,49.68,32.66,62.42,130.14,5.511,0.716,0.6378,0
seed_02586.png,Barnyard Millet,41.25,20.75,92.05,30.88,6.314,0.451,0.1501,0
seed_02587.png,Barnyard Millet,47.08,32.17,61.63,73.6,5.953,0.631,0.5828,1
seed_02588.png,Proso Millet,45.95,34.7,77.28,29.86,5.706,0.631,0.3984,0
seed_02589.png,Little Millet,24.76,35.43,66.17,6.13,5.38,0.593,0.0339,0
seed_02590.png,Little Millet,67.34,30.99,75.41,50.36,6.581,0.58,0.6856,1
seed_02591.png,Little Millet,66.51,26.11,46.78,117.82,6.791,0.416,0.4473,0
seed_02592.png,Barnyard Millet,53.52,29.21,61.65,139.52,6.393,0.544,0.5502,0
seed_02593.png,Pearl Millet,55.97,20.27,44.41,91.44,7.006,0.885,0.822,1
seed_02594.png,Little Millet,77.33,24.0,51.06,19.33,4.449,0.55,0.1134,0
seed_02595.png,Barnyard Millet,61.12,39.44,77.91,83.43,6.108,0.792,0.3087,1
seed_02596.png,Kodo Millet,75.65,36.77,58.4,7.94,6.744,0.901,0.3442,0
seed_02597.png,Pearl Millet,71.85,24.58,39.36,167.33,6.696,0.773,0.8054,1
seed_02598.png,Finger Millet,64.29,31.39,73.46,124.99,6.477,0.91,0.8834,1
seed_02599.png,Foxtail Millet,69.89,37.99,59.79,36.23,6.821,0.52,0.201,0
seed_02600.png,Little Millet,60.61,20.25,67.84,8.4,6.11,0.688,0.6027,1
seed_02601.png,Foxtail Millet,36.94,35.9,62.42,73.46,6.302,0.856,0.3685,0
seed_02602.png,Barnyard Millet,59.44,28.72,62.08,67.81,6.305,0.884,0.8652,0
seed_02603.png,Finger Millet,61.29,31.41,47.3,43.79,5.345,0.482,0.4827,0
seed_02604.png,Little Millet,64.06,30.17,58.94,34.21,6.925,0.585,0.6373,1
seed_02605.png,Proso Millet,69.35,25.13,58.41,6.62,4.073,0.66,0.0903,0
seed_02606.png,Finger Millet,30.03,23.89,57.51,72.84,6.595,0.839,0.4472,0
seed_02607.png,Little Millet,46.1,28.96,77.98,124.42,5.816,0.796,0.5771,1
seed_02608.png,Foxtail Millet,80.76,24.88,81.45,22.37,6.039,0.668,0.576,1
seed_02609.png,Barnyard Millet,66.38,10.53,75.48,12.99,5.552,0.611,0.048,0
seed_02610.png,Little Millet,41.98,25.97,76.72,4.97,5.685,0.688,0.4123,0
seed_02611.png,Little Millet,31.68,24.85,93.81,320.0,5.971,0.615,0.0263,0
seed_02612.png,Pearl Millet,50.85,27.23,75.26,99.05,6.349,0.854,0.8609,1
seed_02613.png,Finger Millet,65.31,17.82,78.83,102.5,6.415,0.204,0.183,0
seed_02614.png,Little Millet,58.35,25.89,57.11,54.01,7.925,0.571,0.1963,0
seed_02615.png,Little Millet,55.04,32.27,79.79,73.84,5.732,0.881,0.656,0
seed_02616.png,Kodo Millet,54.86,19.85,25.18,205.41,7.021,0.407,0.1505,0
seed_02617.png,Pearl Millet,41.98,28.02,67.64,209.13,6.667,0.705,0.501,0
seed_02618.png,Kodo Millet,83.94,39.28,36.73,6.38,7.553,0.614,0.109,0
seed_02619.png,Little Millet,52.96,23.59,66.72,51.52,7.296,0.568,0.4125,0
seed_02620.png,Pearl Millet,58.06,30.84,77.26,160.82,6.492,0.782,0.8398,1
seed_02621.png,Proso Millet,59.81,22.61,62.45,71.46,7.487,0.434,0.5839,0
seed_02622.png,Foxtail Millet,56.88,21.12,35.51,13.15,4.045,0.473,0.0611,0
seed_02623.png,Foxtail Millet,59.41,30.11,45.6,49.11,6.215,0.459,0.4238,0
seed_02624.png,Proso Millet,78.38,29.79,67.57,10.97,6.52,0.903,0.8577,1
seed_02625.png,Barnyard Millet,71.68,21.13,71.5,264.12,6.494,0.71,0.4419,0
seed_02626.png,Pearl Millet,67.05,24.34,50.05,25.39,7.395,0.892,0.8313,1
seed_02627.png,Barnyard Millet,59.67,22.53,66.14,64.87,6.596,0.295,0.3731,1
seed_02628.png,Barnyard Millet,80.22,20.67,63.57,247.34,6.209,0.518,0.1635,0
seed_02629.png,Pearl Millet,62.83,21.96,50.62,5.52,7.146,0.573,0.6664,0
seed_02630.png,Barnyard Millet,58.67,20.74,76.5,35.81,6.681,0.833,0.7041,1
seed_02631.png,Barnyard Millet,62.07,34.7,41.15,53.09,4.666,0.752,0.2408,1
seed_02632.png,Pearl Millet,41.07,31.22,80.33,85.87,6.786,0.913,0.7829,1
seed_02633.png,Pearl Millet,65.54,28.86,60.28,4.54,7.21,0.949,0.9087,1
seed_02634.png,Kodo Millet,54.99,32.1,52.14,75.79,7.893,0.522,0.2624,0
seed_02635.png,Pearl Millet,84.98,24.88,55.4,17.06,6.842,0.758,0.8178,0
seed_02636.png,Foxtail Millet,61.06,21.81,97.04,12.64,5.641,0.434,0.2109,0
seed_02637.png,Finger Millet,40.48,27.7,87.72,203.22,7.813,0.692,0.1824,0
seed_02638.png,Pearl Millet,79.35,16.63,59.2,33.87,6.652,0.986,0.3506,1
seed_02639.png,Finger Millet,32.86,25.13,72.07,27.02,6.056,0.945,0.4768,1
seed_02640.png,Pearl Millet,55.77,36.81,48.68,24.13,6.49,0.862,0.7491,1
seed_02641.png,Finger Millet,63.11,24.99,71.58,73.49,6.212,0.483,0.6689,0
seed_02642.png,Finger Millet,64.9,24.16,47.01,46.82,5.063,0.765,0.4398,1
seed_02643.png,Kodo Millet,35.94,22.44,71.3,122.15,7.019,0.619,0.2635,1
seed_02644.png,Finger Millet,41.42,23.99,83.81,12.31,6.569,0.774,0.637,1
seed_02645.png,Proso Millet,71.67,18.36,86.83,53.33,7.832,0.579,0.2236,1
seed_02646.png,Kodo Millet,65.31,31.08,79.02,26.36,5.965,0.697,0.7954,1
seed_02647.png,Foxtail Millet,66.1,22.49,78.76,12.0,7.643,0.548,0.488,0
seed_02648.png,Kodo Millet,58.76,30.2,94.26,139.37,5.645,0.67,0.4867,0
seed_02649.png,Pearl Millet,57.09,36.73,64.94,21.31,6.568,0.227,0.1768,0
seed_02650.png,Barnyard Millet,75.17,21.93,64.06,163.5,6.188,0.708,0.531,1
seed_02651.png,Kodo Millet,60.67,25.33,67.61,68.93,8.185,0.969,0.7715,1
seed_02652.png,Barnyard Millet,84.77,24.47,41.75,44.67,6.7,0.546,0.4349,1
seed_02653.png,Finger Millet,64.44,21.76,57.09,83.45,7.062,0.41,0.3735,0
seed_02654.png,Proso Millet,32.48,30.09,76.85,18.76,6.007,0.66,0.3449,1
seed_02655.png,Little Millet,58.71,17.33,50.78,111.97,7.73,0.371,0.1691,0
seed_02656.png,Little Millet,71.11,38.97,80.87,15.89,5.423,0.588,0.1676,0
seed_02657.png,Proso Millet,63.57,24.03,56.69,6.71,6.51,0.486,0.6121,0
seed_02658.png,Little Millet,47.32,30.81,34.37,52.82,7.759,0.513,0.1869,0
seed_02659.png,Proso Millet,31.34,28.47,69.41,76.29,6.225,0.814,0.4079,0
seed_02660.png,Pearl Millet,35.83,31.29,54.34,22.71,6.633,0.465,0.2232,0
seed_02661.png,Pearl Millet,64.98,26.62,51.94,3.98,7.235,0.342,0.653,1
seed_02662.png,Finger Millet,49.14,15.98,76.84,192.85,5.858,0.508,0.1355,0
seed_02663.png,Pearl Millet,85.38,38.46,73.87,110.87,6.349,0.382,0.1629,0
seed_02664.png,Foxtail Millet,79.53,28.57,79.56,59.89,7.087,0.774,0.6913,1
seed_02665.png,Proso Millet,65.61,23.19,70.52,60.98,5.307,0.805,0.7689,0
seed_02666.png,Proso Millet,56.61,46.0,60.52,27.94,5.877,0.846,0.0845,0
seed_02667.png,Finger Millet,48.37,23.91,76.82,22.86,5.464,0.696,0.5513,1
seed_02668.png,Kodo Millet,55.65,28.82,34.04,23.85,5.643,0.818,0.7225,0
seed_02669.png,Barnyard Millet,41.2,26.64,51.15,43.11,7.601,0.823,0.6088,1
seed_02670.png,Kodo Millet,37.82,26.94,38.64,48.34,8.38,0.612,0.0733,0
seed_02671.png,Pearl Millet,55.69,27.05,82.61,102.35,7.044,0.519,0.723,1
seed_02672.png,Little Millet,55.78,29.61,68.15,26.69,9.061,0.226,0.0152,0
seed_02673.png,Foxtail Millet,54.46,18.15,51.49,25.06,5.89,0.506,0.4498,0
seed_02674.png,Finger Millet,48.59,32.54,77.65,66.26,6.411,0.695,0.5457,1
seed_02675.png,Foxtail Millet,79.58,21.56,50.46,99.44,7.234,0.864,0.7703,1
seed_02676.png,Barnyard Millet,72.61,28.23,50.33,46.1,5.806,0.674,0.6609,0
seed_02677.png,Finger Millet,59.62,26.02,63.43,6.54,5.879,0.433,0.556,0
seed_02678.png,Kodo Millet,81.18,8.0,74.38,50.76,6.213,0.75,0.0126,0
seed_02679.png,Proso Millet,51.91,35.82,98.0,54.38,6.812,0.741,0.2569,0
seed_02680.png,Foxtail Millet,50.77,28.86,48.31,175.82,5.764,0.579,0.5293,0
seed_02681.png,Pearl Millet,64.36,20.77,68.31,3.0,6.346,0.151,0.2331,0
seed_02682.png,Little Millet,52.02,26.54,83.99,45.87,6.39,0.703,0.5872,0
seed_02683.png,Kodo Millet,48.62,25.32,56.61,22.96,6.631,0.74,0.8266,1
seed_02684.png,Little Millet,54.0,31.7,94.76,12.67,6.446,0.618,0.3641,0
seed_02685.png,Foxtail Millet,55.32,36.18,51.28,31.11,4.73,0.361,0.0689,0
seed_02686.png,Kodo Millet,44.72,31.51,42.45,1.75,6.287,0.386,0.1818,0
seed_02687.png,Proso Millet,50.63,26.15,45.31,60.25,6.552,0.453,0.593,1
seed_02688.png,Barnyard Millet,63.32,32.97,64.21,32.02,6.625,0.758,0.7198,1
seed_02689.png,Kodo Millet,56.85,23.17,40.5,65.1,6.633,0.418,0.4968,0
seed_02690.png,Pearl Millet,51.76,29.45,98.0,59.17,6.272,0.85,0.8112,0
seed_02691.png,Foxtail Millet,52.34,26.47,81.13,91.78,8.823,0.418,0.0464,0
seed_02692.png,Little Millet,44.18,19.17,43.85,56.45,5.945,0.615,0.4911,1
seed_02693.png,Little Millet,59.37,34.19,69.31,9.43,7.555,0.383,0.2415,0
seed_02694.png,Finger Millet,64.52,30.77,59.05,15.75,6.561,0.472,0.7546,1
seed_02695.png,Kodo Millet,76.41,33.0,63.96,0.66,6.55,0.649,0.5828,1
seed_02696.png,Barnyard Millet,75.02,31.21,56.06,43.96,5.943,0.4,0.3756,0
seed_02697.png,Finger Millet,45.28,28.28,65.82,36.59,3.8,0.897,0.138,0
seed_02698.png,Foxtail Millet,51.29,24.55,89.0,41.58,6.069,0.486,0.576,1
seed_02699.png,Finger Millet,39.94,33.75,85.18,41.96,6.261,0.829,0.5907,1
seed_02700.png,Little Millet,34.88,33.12,65.4,56.43,4.939,0.56,0.0812,0
seed_02701.png,Kodo Millet,48.44,19.17,69.16,2.71,5.974,0.886,0.6528,1
seed_02702.png,Barnyard Millet,50.37,17.44,84.78,72.82,7.6,0.161,0.0332,0
seed_02703.png,Little Millet,84.73,16.92,61.09,4.43,6.506,0.977,0.1898,0
seed_02704.png,Barnyard Millet,51.95,35.12,89.24,48.87,6.601,0.588,0.4206,0
seed_02705.png,Little Millet,71.69,15.99,52.75,12.33,5.273,0.951,0.4745,1
seed_02706.png,Foxtail Millet,69.02,27.81,71.83,14.08,5.473,0.805,0.7352,1
seed_02707.png,Kodo Millet,61.51,24.16,52.54,122.73,5.854,0.906,0.8666,1
seed_02708.png,Little Millet,78.34,27.48,71.45,56.81,6.126,0.171,0.34,0
seed_02709.png,Foxtail Millet,31.87,24.0,76.69,47.53,6.165,0.668,0.4458,0
seed_02710.png,Foxtail Millet,71.45,26.67,80.24,58.15,5.769,0.798,0.7339,1
seed_02711.png,Pearl Millet,67.89,28.73,52.19,13.06,6.775,0.776,0.8299,1
seed_02712.png,Proso Millet,66.88,28.46,72.61,24.97,6.653,0.868,0.8824,1
seed_02713.png,Kodo Millet,29.36,21.85,69.29,37.32,7.474,0.736,0.1947,0
seed_02714.png,Little Millet,58.3,26.9,45.14,23.59,6.301,0.885,0.6974,1
